fecha,date,neto
2022-02-25 01:33:28.000 +0100,44617,10120.0
2022-02-25 01:50:59.000 +0100,44617,9240.0
2022-02-25 04:51:51.000 +0100,44617,6280.0
2022-02-25 04:52:25.000 +0100,44617,7220.0
2022-02-25 04:53:44.000 +0100,44617,8800.0
2022-02-25 06:33:38.000 +0100,44617,860.0
2022-02-25 07:18:25.000 +0100,44617,1240.0
2022-02-25 09:47:09.000 +0100,44617,60.0
2022-02-25 10:36:55.000 +0100,44617,1300.0
2022-02-25 10:56:17.000 +0100,44617,1660.0
2022-02-25 11:09:09.000 +0100,44617,5940.0
2022-02-25 16:11:40.000 +0100,44617,560.0
2022-03-04 00:57:27.000 +0100,44624,9640.0
2022-03-04 01:09:07.000 +0100,44624,8480.0
2022-03-04 01:14:28.000 +0100,44624,10180.0
2022-03-04 04:21:56.000 +0100,44624,6880.0
2022-03-04 04:26:58.000 +0100,44624,6860.0
2022-03-04 04:27:37.000 +0100,44624,9060.0
2022-03-04 06:25:16.000 +0100,44624,1060.0
2022-03-04 07:10:14.000 +0100,44624,1280.0
2022-03-04 08:53:48.000 +0100,44624,3560.0
2022-03-04 09:54:52.000 +0100,44624,760.0
2022-03-04 10:30:55.000 +0100,44624,1100.0
2022-03-04 10:31:41.000 +0100,44624,4860.0
2022-03-04 10:33:53.000 +0100,44624,220.0
2022-03-04 11:09:18.000 +0100,44624,2180.0
2022-03-04 12:28:41.000 +0100,44624,4640.0
2022-03-04 16:15:08.000 +0100,44624,380.0
2022-03-04 22:05:29.000 +0100,44624,8100.0
2022-03-11 01:05:41.000 +0100,44631,9060.0
2022-03-11 01:19:30.000 +0100,44631,9320.0
2022-03-11 01:26:29.000 +0100,44631,9080.0
2022-03-11 04:33:09.000 +0100,44631,7060.0
2022-03-11 04:45:31.000 +0100,44631,7760.0
2022-03-11 04:49:19.000 +0100,44631,8720.0
2022-03-11 06:34:03.000 +0100,44631,1100.0
2022-03-11 07:15:59.000 +0100,44631,1320.0
2022-03-11 09:05:53.000 +0100,44631,200.0
2022-03-11 10:16:39.000 +0100,44631,1680.0
2022-03-11 10:53:53.000 +0100,44631,1860.0
2022-03-11 11:03:53.000 +0100,44631,5400.0
2022-03-11 16:20:19.000 +0100,44631,460.0
2022-03-18 01:17:22.000 +0100,44638,9020.0
2022-03-18 01:19:01.000 +0100,44638,10580.0
2022-03-18 01:35:14.000 +0100,44638,8240.0
2022-03-18 04:38:00.000 +0100,44638,8180.0
2022-03-18 04:40:28.000 +0100,44638,7840.0
2022-03-18 04:46:26.000 +0100,44638,7240.0
2022-03-18 06:25:47.000 +0100,44638,1020.0
2022-03-18 08:15:46.000 +0100,44638,1600.0
2022-03-18 09:42:00.000 +0100,44638,80.0
2022-03-18 10:34:41.000 +0100,44638,760.0
2022-03-18 10:47:02.000 +0100,44638,4860.0
2022-03-18 10:47:25.000 +0100,44638,1980.0
2022-03-18 16:28:42.000 +0100,44638,140.0
2022-03-25 01:22:23.000 +0100,44645,9240.0
2022-03-25 01:24:14.000 +0100,44645,10380.0
2022-03-25 01:53:57.000 +0100,44645,7960.0
2022-03-25 04:41:19.000 +0100,44645,9820.0
2022-03-25 04:49:26.000 +0100,44645,7000.0
2022-03-25 04:50:26.000 +0100,44645,6560.0
2022-03-25 06:24:18.000 +0100,44645,980.0
2022-03-25 07:15:13.000 +0100,44645,1320.0
2022-03-25 08:46:54.000 +0100,44645,180.0
2022-03-25 10:42:51.000 +0100,44645,5320.0
2022-03-25 10:51:14.000 +0100,44645,800.0
2022-03-25 10:56:05.000 +0100,44645,1960.0
2022-03-25 16:09:38.000 +0100,44645,480.0
2022-04-01 01:11:59.000 +0200,44652,8800.0
2022-04-01 01:19:27.000 +0200,44652,10340.0
